Mag1,Ang1,Mag2,Ang2,DiffMag,DiffAng,RMag,Status,diff
3.5,0,0.71,-145,2.95,-7.9,3.5,FALSE,2.922002917
3.5,0,0.71,-155,2.87,-6,3.5,FALSE,2.85427784
3.5,0,0.71,-165,2.82,-3.7,3.5,FALSE,2.814122044
3.5,0,0.71,-175,2.79,-1.3,3.5,FALSE,2.78928188
3.5,0,0.71,-185,2.79,-358.7,3.5,FALSE,2.78928188
3.5,0,0.71,-195,2.82,-356.3,3.5,FALSE,2.814122044
3.5,0,0.71,-205,2.87,-354,3.5,FALSE,2.85427784
3.5,0,0.71,-215,2.95,-352.1,3.5,FALSE,2.922002917
3.5,0,0.71,-225,3.04,-350.5,3.5,FALSE,2.998308229
3.5,0,0.71,-235,3.15,-349.3,3.5,FALSE,3.095230309
3.5,0,0.71,-245,3.26,-348.6,3.5,FALSE,3.195684029
3.5,0,0.71,-255,3.39,-348.3,3.5,FALSE,3.319565328
3.5,0,0.71,-265,3.51,-348.4,3.5,FALSE,3.438309126
3.5,0,0.71,-275,3.63,-348.8,3.5,TRUE,3.560867214
3.5,0,0.71,-285,3.75,-349.5,3.5,TRUE,3.687205903
3.5,0,0.71,-295,3.85,-350.4,3.5,TRUE,3.796084743
3.5,0,0.71,-305,3.95,-351.5,3.5,TRUE,3.90661266
3.5,0,0.71,-315,4.03,-352.8,3.5,TRUE,3.998222246
3.5,0,0.71,-325,4.1,-354.3,3.5,TRUE,4.079727837
3.5,0,0.71,-335,4.15,-355.9,3.5,TRUE,4.139379249
3.5,0,0.71,-345,4.19,-357.5,3.5,TRUE,4.186012048
3.5,0,0.71,-355,4.21,-359.2,3.5,TRUE,4.209589626
4.5,0,0.91,-5,5.41,-0.8,4.5,TRUE,5.409472655
4.5,0,0.91,-15,5.38,-2.5,4.5,TRUE,5.374879432
4.5,0,0.91,-25,5.34,-4.1,4.5,TRUE,5.326333781
4.5,0,0.91,-35,5.27,-5.7,4.5,TRUE,5.243942854
4.5,0,0.91,-45,5.18,-7.1,4.5,TRUE,5.140279438
4.5,0,0.91,-55,5.08,-8.4,4.5,TRUE,5.025503451
4.5,0,0.91,-65,4.95,-9.6,4.5,TRUE,4.880680383
4.5,0,0.91,-75,4.82,-10.5,4.5,TRUE,4.739288654
4.5,0,0.91,-85,4.67,-11.2,4.5,TRUE,4.581060575
4.5,0,0.91,-95,4.51,-11.6,4.5,FALSE,4.417884376
4.5,0,0.91,-105,4.35,-11.6,4.5,FALSE,4.261152336
4.5,0,0.91,-115,4.2,-11.3,4.5,FALSE,4.118581566
4.5,0,0.91,-125,4.05,-10.6,4.5,FALSE,3.980888164
4.5,0,0.91,-135,3.91,-9.5,4.5,FALSE,3.856376702
4.5,0,0.91,-145,3.79,-7.9,4.5,FALSE,3.754030866
4.5,0,0.91,-155,3.7,-6,4.5,FALSE,3.679731013
4.5,0,0.91,-165,3.63,-3.7,4.5,FALSE,3.622433694
4.5,0,0.91,-175,3.59,-1.3,4.5,FALSE,3.589075967
4.5,0,0.91,-185,3.59,-358.7,4.5,FALSE,3.589075967
4.5,0,0.91,-195,3.63,-356.3,4.5,FALSE,3.622433694
4.5,0,0.91,-205,3.7,-354,4.5,FALSE,3.679731013
4.5,0,0.91,-215,3.79,-352.1,4.5,FALSE,3.754030866
4.5,0,0.91,-225,3.91,-350.5,4.5,FALSE,3.856376702
4.5,0,0.91,-235,4.05,-349.4,4.5,FALSE,3.980888164
4.5,0,0.91,-245,4.2,-348.7,4.5,FALSE,4.118581566
4.5,0,0.91,-255,4.35,-348.4,4.5,FALSE,4.261152336
4.5,0,0.91,-265,4.51,-348.4,4.5,FALSE,4.417884376
4.5,0,0.91,-275,4.67,-348.8,4.5,TRUE,4.581060575
4.5,0,0.91,-285,4.82,-349.5,4.5,TRUE,4.739288654
4.5,0,0.91,-295,4.95,-350.4,4.5,TRUE,4.880680383
4.5,0,0.91,-305,5.08,-351.6,4.5,TRUE,5.025503451
4.5,0,0.91,-315,5.18,-352.9,4.5,TRUE,5.140279438
4.5,0,0.91,-325,5.27,-354.3,4.5,TRUE,5.243942854
4.5,0,0.91,-335,5.34,-355.9,4.5,TRUE,5.326333781
4.5,0,0.91,-345,5.38,-357.5,4.5,TRUE,5.374879432
4.5,0,0.91,-355,5.41,-359.2,4.5,TRUE,5.409472655
8,0,1.61,-5,9.6,-0.8,8,TRUE,9.59906423
8,0,1.61,-15,9.56,-2.5,8,TRUE,9.550900998
8,0,1.61,-25,9.48,-4.1,8,TRUE,9.455738622
8,0,1.61,-35,9.36,-5.7,8,TRUE,9.313720135
8,0,1.61,-45,9.21,-7.1,8,TRUE,9.139377148
8,0,1.61,-55,9.02,-8.4,8,TRUE,8.923236443
8,0,1.61,-65,8.8,-9.5,8,TRUE,8.679313294
8,0,1.61,-75,8.56,-10.5,8,TRUE,8.416662009
8,0,1.61,-85,8.3,-11.1,8,TRUE,8.144729111
8,0,1.61,-95,8.02,-11.5,8,FALSE,7.858996131
8,0,1.61,-105,7.74,-11.6,8,FALSE,7.581912432
8,0,1.61,-115,7.46,-11.3,8,FALSE,7.315385353
8,0,1.61,-125,7.2,-10.6,8,FALSE,7.077134514
8,0,1.61,-135,6.96,-9.4,8,FALSE,6.866542245
8,0,1.61,-145,6.74,-7.9,8,FALSE,6.676033782
8,0,1.61,-155,6.58,-5.9,8,FALSE,6.545144537
8,0,1.61,-165,6.46,-3.7,8,FALSE,6.446534894
8,0,1.61,-175,6.4,-1.3,8,FALSE,6.3983527
8,0,1.61,-185,6.4,-358.7,8,FALSE,6.3983527
8,0,1.61,-195,6.46,-356.3,8,FALSE,6.446534894
8,0,1.61,-205,6.58,-354.1,8,FALSE,6.545144537
8,0,1.61,-215,6.74,-352.1,8,FALSE,6.676033782
8,0,1.61,-225,6.96,-350.6,8,FALSE,6.866542245
8,0,1.61,-235,7.2,-349.4,8,FALSE,7.077134514
8,0,1.61,-245,7.46,-348.7,8,FALSE,7.315385353
8,0,1.61,-255,7.74,-348.4,8,FALSE,7.581912432
8,0,1.61,-265,8.02,-348.5,8,FALSE,7.858996131
8,0,1.61,-275,8.3,-348.9,8,TRUE,8.144729111
8,0,1.61,-285,8.56,-349.5,8,TRUE,8.416662009
8,0,1.61,-295,8.8,-350.5,8,TRUE,8.679313294
8,0,1.61,-305,9.02,-351.6,8,TRUE,8.923236443
8,0,1.61,-315,9.21,-352.9,8,TRUE,9.139377148
8,0,1.61,-325,9.36,-354.3,8,TRUE,9.313720135
8,0,1.61,-335,9.48,-355.9,8,TRUE,9.455738622
8,0,1.61,-345,9.56,-357.5,8,TRUE,9.550900998
8,0,1.61,-355,9.6,-359.2,8,TRUE,9.59906423
